"Yellow_Fever_YN","log.Forest_Area_ha","log.area_mn_forest","log.forest_edge_density","log.Forest_Urban","NDVI_std","LST_Day_std","Precip_std","Population_Density_std","Region_Code","Year","Country","Code_unique","Code"
NA,12.8020834272625,3.77556951901788,3.5446318718626,0.693147180559945,0.938060714652411,-0.176844142770342,2.01781857729295,-0.106134627733714,"104","2012","Peru","10401Peru",10401
NA,12.8016977869274,3.73762102953233,3.54970626528179,1.38629436111989,0.59106165571376,-0.132686850670803,1.495094006818,-0.106512623199029,"104","2013","Peru","10401Peru",10401
NA,12.7801888214192,3.54172283016297,3.71272641665804,1.79175946922805,0.448400999562059,-0.182029664397711,1.83958494165775,-0.106406973517938,"104","2014","Peru","10401Peru",10401
NA,12.7819324956766,3.61263398718548,3.63390883253173,0.693147180559945,0.329712294009198,-0.140840841427393,1.11400737330853,-0.106852906036984,"104","2015","Peru","10401Peru",10401
1,12.7750594735071,3.53885300465693,3.65927199504449,1.94591014905531,0.878265843665102,-0.152950172988798,1.51029689570312,-0.107025340520945,"104","2016","Peru","10401Peru",10401
0,12.7458564154518,3.24952260834695,3.78765792534676,1.94591014905531,0.697396660665852,-0.18679372852339,2.97376693055389,-0.106898798787685,"104","2017","Peru","10401Peru",10401
1,12.7615974769021,3.43623897509966,3.67769628501181,1.09861228866811,0.266243247164385,-0.188392645247209,1.93781906730083,-0.106071325416068,"104","2018","Peru","10401Peru",10401
1,12.7689394004841,3.54781644834188,3.63711393300318,0.693147180559945,0.577122573552421,-0.0774424157242273,2.09535770592846,-0.105946464882572,"104","2019","Peru","10401Peru",10401
0,12.7675507839282,3.52862862975666,3.65584114127121,1.38629436111989,1.02245104564497,-0.0789512750647582,2.16306239921187,-0.100812298101121,"104","2020","Peru","10401Peru",10401
0,12.7493187206841,3.44213462127679,3.70173276482149,1.38629436111989,1.03690249731135,-0.0477968901034183,1.746621866508,-0.100666079468581,"104","2021","Peru","10401Peru",10401
NA,13.5015172132658,4.33727032760845,2.96198251192147,0,0.277320464928468,-0.317903880935033,3.28066926810376,-0.103736284960957,"104","2000","Peru","10403Peru",10403
NA,13.4872995869243,4.09144491183485,3.1198186921038,0,0.86004932140471,-0.172634417997827,2.75421413677248,-0.111347492156828,"104","2001","Peru","10403Peru",10403
NA,13.4999931865189,4.37107680062773,2.94445822059953,0,0.556110822988729,-0.274848884657579,3.0585258272721,-0.110265868246234,"104","2002","Peru","10403Peru",10403
NA,13.4994708756837,4.36982106708401,2.9488980095907,0,0.2923519716952,-0.223884659375674,2.62345781846351,-0.110521896531319,"104","2003","Peru","10403Peru",10403
NA,13.4901884371169,4.18304882700218,3.07340710324499,0,0.53836101812911,-0.257147745333678,2.44758377105445,-0.110520524434138,"104","2004","Peru","10403Peru",10403
NA,13.4905939372938,4.18503391958175,3.06636542397295,0,0.795064917834817,-0.250423165876744,2.73996642338,-0.110411381825169,"104","2005","Peru","10403Peru",10403
NA,13.4878727545665,4.13823211080974,3.08785457516583,0,0.763467938933076,-0.19479738978516,2.31285635143885,-0.108999195350492,"104","2006","Peru","10403Peru",10403
NA,13.4931387888494,4.1947974386064,3.00399042313892,0,0.815741701120244,-0.197822107462794,2.62676091945175,-0.108923796828465,"104","2007","Peru","10403Peru",10403
NA,13.4932850037058,4.22452610562067,2.98934388068925,0,0.654311174602896,-0.292729785218039,2.64974336120904,-0.108788510125379,"104","2008","Peru","10403Peru",10403
NA,13.4908463730885,4.20965681264453,3.02923579253725,0,0.497573113863543,-0.29006387718167,2.84107320436948,-0.108714354509565,"104","2009","Peru","10403Peru",10403
NA,13.4874916371787,4.17067160457003,3.07141630864823,0,0.985225985088051,-0.0865483188728478,2.13124531234831,-0.108649861487208,"104","2010","Peru","10403Peru",10403
NA,13.4974172493857,4.34182928755452,2.95789443640868,0,0.921671500132789,-0.173996164128886,1.92683434598663,-0.109746533918181,"104","2011","Peru","10403Peru",10403
NA,13.4971423381895,4.34258746309549,2.96386952978811,1.38629436111989,0.927762400762002,-0.214562582700982,2.33045109872119,-0.109729032254358,"104","2012","Peru","10403Peru",10403
NA,13.4983411492505,4.31055716030276,2.94925218865954,1.38629436111989,0.541993238914445,-0.204577978347565,1.8026355330164,-0.109502420901254,"104","2013","Peru","10403Peru",10403
NA,13.4894391685203,4.13439678928302,3.10503047158087,1.6094379124341,0.403683282608885,-0.315501493995159,2.276891670068,-0.109409251938792,"104","2014","Peru","10403Peru",10403
NA,13.4910554218863,4.23079152715616,3.018556630788,1.94591014905531,0.486941404267407,-0.318752675485671,1.54068312994116,-0.10902818907068,"104","2015","Peru","10403Peru",10403
1,13.4932057497081,4.23180261402902,3.00627264317257,1.09861228866811,0.73276692974729,-0.171968309439469,1.71889796490124,-0.108776958670867,"104","2016","Peru","10403Peru",10403
0,13.4891503302147,4.14531975716388,3.05580420677351,1.09861228866811,0.806403525671973,-0.178762403260843,3.20378046685739,-0.108725821321718,"104","2017","Peru","10403Peru",10403
0,13.4887069333093,4.17108414930838,3.03442775371931,0,0.34873267626344,-0.231802114913523,2.29181882236876,-0.110231212397744,"104","2018","Peru","10403Peru",10403
0,13.4901298720442,4.20732488749232,3.01616011625337,0,0.400817046773544,-0.332260691219654,3.02585259697036,-0.110181003144632,"104","2019","Peru","10403Peru",10403
0,13.4883659553905,4.17005208348702,3.06089136863755,0.693147180559945,0.927857290289757,-0.187131984395676,2.81893167771947,-0.113153022066374,"104","2020","Peru","10403Peru",10403
0,13.4817391568012,4.12130750784306,3.1053285210592,1.09861228866811,0.765501851886936,-0.165406641214315,2.05271538569789,-0.11312740661576,"104","2021","Peru","10403Peru",10403
0,14.9364477934724,6.40072130793131,2.18460431208268,5.8406416573734,1.35414354538203,0.225273374025203,0.557991020918686,-0.0879658230386832,"110001","2000","Brazil","1100205Brazil",1100205
1,14.928968742286,6.35242416090731,2.22887738747081,5.89440283426485,1.410847423859,0.34930157342224,0.681190154262216,-0.0916775278039857,"110001","2001","Brazil","1100205Brazil",1100205
0,14.9171697933055,6.20823515012506,2.29379737746381,5.91889385427315,1.46188655916101,0.421400090161312,0.677392856952114,-0.0895677584609438,"110001","2002","Brazil","1100205Brazil",1100205
0,14.8976202277141,6.0595226965087,2.36957378335737,6.11368217983223,1.39347103268921,0.406482947462248,0.768472582149598,-0.0892590590218014,"110001","2003","Brazil","1100205Brazil",1100205
0,14.8811041740697,6.03313038099513,2.41608641623637,6.2803958389602,1.44280789077854,0.401838061143765,0.78946323717001,-0.0886957679667149,"110001","2004","Brazil","1100205Brazil",1100205
0,14.8637504263557,5.99473966499875,2.45276025316981,6.45990445437753,1.32465096500042,0.47013186709714,0.636480916429797,-0.088397924677567,"110001","2005","Brazil","1100205Brazil",1100205
0,14.8444533963176,5.92646819506293,2.49261031174609,6.53958595561767,1.28572803764869,0.473986681508172,0.68356872614196,-0.0881036890818633,"110001","2006","Brazil","1100205Brazil",1100205
0,14.8279499362132,5.86826153075034,2.52364420592631,6.55393340402581,1.39641619097417,0.452941304702554,0.744314837003656,-0.0878137869897907,"110001","2007","Brazil","1100205Brazil",1100205
0,14.8214875248701,5.87558243153893,2.52748790210903,6.62936325343745,1.06419676213757,0.450555248835554,0.819929429532344,-0.0868470357234357,"110001","2008","Brazil","1100205Brazil",1100205
0,14.8172030447479,5.873514584846,2.53124364554677,6.7428806357919,1.24038456361274,0.43828313262801,1.11342539318777,-0.0864793276060744,"110001","2009","Brazil","1100205Brazil",1100205
0,14.8140697918237,5.86404904370655,2.54497397622237,6.94697599213542,1.25441583290024,0.54692174937664,0.47498684616737,-0.0861257295556631,"110001","2010","Brazil","1100205Brazil",1100205
0,14.8020902256044,5.70234438592381,2.60019235816942,7.13329595489607,1.25416802871631,0.536402670143661,0.65248629201969,-0.0815476382259464,"110001","2011","Brazil","1100205Brazil",1100205
0,14.7906910617903,5.60312434011725,2.61659540732798,7.28344822875663,1.26164090507708,0.577430127601514,0.644469126313947,-0.0822659953377107,"110001","2012","Brazil","1100205Brazil",1100205
0,14.7846440805363,5.53949972928121,2.62492037268548,7.36897040219479,1.29471404613945,0.45340998151464,0.897497305423909,-0.0819795018321586,"110001","2013","Brazil","1100205Brazil",1100205
0,14.7712704144427,5.4917155462244,2.65737964959759,7.4301141385618,1.18547116629201,0.493861084924956,0.482734020444978,-0.081701293999328,"110001","2014","Brazil","1100205Brazil",1100205
0,14.7573116947747,5.42870933556123,2.67074626491105,7.55276208421415,1.24182216330247,0.679269261733888,0.115618464038931,-0.0814143316624213,"110001","2015","Brazil","1100205Brazil",1100205
0,14.741718348851,5.33213996737398,2.68796647667456,7.61726781362835,1.29230480064912,0.643550150845511,0.264418894589794,-0.0811438152818223,"110001","2016","Brazil","1100205Brazil",1100205
0,14.7259258672977,5.28661287286253,2.70189116744907,7.74370325817375,1.21184016967135,0.674172961906943,0.678520294850184,-0.0808897338343105,"110001","2017","Brazil","1100205Brazil",1100205
0,14.7130080132963,5.20863952905057,2.71077422660838,7.9002660367677,1.17631450711008,0.533235950416128,0.837815188028785,-0.0806339393094093,"110001","2018","Brazil","1100205Brazil",1100205
0,14.7020095543901,5.13197628873223,2.7357365769394,7.95892649305011,1.20317723621735,0.65132437491053,0.87493868142994,-0.076012753042908,"110001","2019","Brazil","1100205Brazil",1100205
0,14.6876437176257,5.06107742900669,2.75600678239414,7.98139158158007,1.35546730726822,0.700622975072503,0.493875129003142,-0.0756423087554878,"110001","2020","Brazil","1100205Brazil",1100205
0,14.65844307839,4.95735742523571,2.78737507279353,8.06180227453835,1.13924789881228,0.629120666042754,0.528827280923748,-0.075308862185912,"110001","2021","Brazil","1100205Brazil",1100205
0,11.7132370595998,5.55379432414917,3.06635433975563,1.38629436111989,1.20092974722377,0.439637343332414,0.524958601999585,-0.109870954702241,"120001","2000","Brazil","1200013Brazil",1200013
0,11.6698092920597,5.38099533057486,3.0875211403681,2.30258509299405,1.49432897139095,0.609380545071242,0.676640670717908,-0.104721726405287,"120001","2001","Brazil","1200013Brazil",1200013
0,11.5916067848373,4.99310729033066,3.12112150708062,1.94591014905531,1.46340714118923,0.564419337048598,0.62367755575522,-0.103234709969365,"120001","2002","Brazil","1200013Brazil",1200013
0,11.5247745860391,4.98484364641546,3.10531420598056,1.94591014905531,1.3605417572134,0.616233880094504,0.507221187051348,-0.103220206160015,"120001","2003","Brazil","1200013Brazil",1200013
0,11.466382868128,4.77778833514453,3.11435251568029,1.79175946922805,1.39014551182544,0.425118119620434,0.692751663598734,-0.105859727404336,"120001","2004","Brazil","1200013Brazil",1200013
0,11.3917008890019,4.65483848275603,3.09766834859852,1.79175946922805,1.10362066414316,0.776321515264797,0.38099893548626,-0.10593489741097,"120001","2005","Brazil","1200013Brazil",1200013
0,11.3158663620714,4.38717787517136,3.13564833013717,1.79175946922805,1.08396658078019,0.731151012816079,0.811942646644806,-0.105729346060173,"120001","2006","Brazil","1200013Brazil",1200013
0,11.2672910036637,4.36533913790335,3.13342501011593,1.09861228866811,1.26883837422627,0.719416105057963,0.830029588839706,-0.105574526179605,"120001","2007","Brazil","1200013Brazil",1200013
0,11.22411929429,4.30428555254276,3.131375731401,0.693147180559945,0.922312999324159,0.791491736875848,0.2974390004083,-0.104462244589405,"120001","2008","Brazil","1200013Brazil",1200013
0,11.1729067470118,4.1860596254634,3.1479786007948,0.693147180559945,0.931006878630567,0.666630107174283,0.812553341524862,-0.104310056551219,"120001","2009","Brazil","1200013Brazil",1200013
0,11.1241419422995,4.02734013059608,3.14866895115734,0.693147180559945,1.01600019598753,0.853473053330078,0.503552356563777,-0.104042341465705,"120001","2010","Brazil","1200013Brazil",1200013
0,11.0865964616202,3.90574157351055,3.14717258922732,0.693147180559945,1.05602371466618,0.799559906610725,0.540194930209308,-0.101138272268229,"120001","2011","Brazil","1200013Brazil",1200013
0,11.063584955436,3.84034804540263,3.15062911227993,0.693147180559945,1.29506081533948,0.803055407577445,0.722685912610227,-0.101414889735844,"120001","2012","Brazil","1200013Brazil",1200013
0,11.0680534543766,3.83637519080447,3.15623151612075,0.693147180559945,1.21689925449611,0.675182279042676,0.818820327370124,-0.101599781442566,"120001","2013","Brazil","1200013Brazil",1200013
0,11.0420973359179,3.78369664499755,3.14572827215983,0.693147180559945,1.27025975730305,0.644534254486094,1.4710373790624,-0.101477104450558,"120001","2014","Brazil","1200013Brazil",1200013
0,11.0258726813401,3.8289194275912,3.11584982497737,0.693147180559945,1.16955174170949,0.836332582910303,0.586528383052983,-0.101361182308249,"120001","2015","Brazil","1200013Brazil",1200013
0,11.0017329405711,3.84330193901821,3.08954017357541,0.693147180559945,1.05123663735363,0.9015457375278,0.488009775795619,-0.101251575313156,"120001","2016","Brazil","1200013Brazil",1200013
0,11.0114674940827,3.77552673128282,3.11104209204001,1.38629436111989,1.08933408540853,0.842710319841022,1.11553534360418,-0.101120454759027,"120001","2017","Brazil","1200013Brazil",1200013
0,11.0175771145575,3.74705318492362,3.11802880876836,2.39789527279837,1.05130496339653,0.804248163653643,0.946651170990903,-0.101008394351544,"120001","2018","Brazil","1200013Brazil",1200013
0,11.0085268105867,3.72373767654824,3.10592166187451,2.19722457733622,1.0916339390315,0.860920535603211,1.33076726496466,-0.0992535417526138,"120001","2019","Brazil","1200013Brazil",1200013
1,10.9943712188613,3.71385182693834,3.09171988483507,2.39789527279837,1.24745275561722,0.99029715174327,0.771029845403847,-0.0991353956079036,"120001","2020","Brazil","1200013Brazil",1200013
0,10.9549785337185,3.62941011422151,3.08693838376923,2.484906649788,0.964679969588332,0.921325273874145,0.56730248737598,-0.0989867825420574,"120001","2021","Brazil","1200013Brazil",1200013
1,11.4733537302161,4.87436243795453,3.1047168245323,2.07944154167984,1.1597910598686,0.583271619390554,0.410755759950871,-0.107610444172229,"120001","2000","Brazil","1200385Brazil",1200385
0,11.4201179409089,4.70655410509496,3.12730156456143,2.19722457733622,1.29834912634176,0.723544652426333,0.50527659525007,-0.099836392465847,"120001","2001","Brazil","1200385Brazil",1200385
